Date,Value
2020-11-30,14684437.13730185
2020-11-29,18023228.15797287
2020-11-28,17630656.51384634
2020-11-27,17988301.561259545
2020-11-26,18340061.78604947
2020-11-25,20363512.95999495
2020-11-24,17683648.930801246
2020-11-23,18011288.3905691
2020-11-22,20906345.739519313
2020-11-21,20655875.924064286
2020-11-20,20641618.88821196
2020-11-19,16988027.064900875
2020-11-18,21194109.321156435
2020-11-17,18324639.99735234
2020-11-16,17711414.833960325
2020-11-15,15662707.440931926
2020-11-14,15597257.884330552
2020-11-13,16032046.443972783
2020-11-12,17804675.564513773
2020-11-11,16020485.034676496
2020-11-10,16459647.090100147
2020-11-09,20216887.388651714
2020-11-08,15148276.024686076
2020-11-07,16132958.559332216
2020-11-06,18889243.164551694
2020-11-05,20893224.438920554
2020-11-04,16641138.126188194
2020-11-03,15826226.373946056
2020-11-02,10902576.25650482
2020-11-01,13377441.175498055
2020-10-31,13341986.845960088
2020-10-30,12828892.041338578
2020-10-29,12458484.387886178
2020-10-28,11446509.259696554
2020-10-27,10871089.34394712
2020-10-26,10435984.482452529
2020-10-25,10397996.375269836
2020-10-24,13768787.568247974
2020-10-23,12640081.09752187
2020-10-22,13585268.793336762
2020-10-21,11562043.137415789
2020-10-20,11710523.407490088
2020-10-19,9776921.35454538
2020-10-18,8982105.736832837
2020-10-17,11674223.51603316
2020-10-16,11742282.088889891
2020-10-15,11814116.192273524
2020-10-14,11605343.496273927
2020-10-13,12872175.626639746
2020-10-12,11515021.100733979
2020-10-11,10659930.880493835
2020-10-10,11127194.8560519
2020-10-09,10965183.362031737
2020-10-08,12084850.912867788
2020-10-07,11193916.28524024
2020-10-06,10054284.607074086
2020-10-05,10710768.428353487
2020-10-04,11055916.218426451
2020-10-03,10855303.17414383
2020-10-02,10232863.851096012
2020-10-01,9416443.242984341
2020-09-30,11484361.336782591
2020-09-29,10337349.261857346
2020-09-28,9531618.970526235
2020-09-27,10713359.143363992
2020-09-26,10759364.728825692
2020-09-25,12502201.347978113
2020-09-24,9928235.838903904
2020-09-23,10252434.95536237
2020-09-22,9208013.41541779
2020-09-21,10351909.518035322
2020-09-20,10041684.798421945
2020-09-19,10777756.114914745
2020-09-18,12027086.744657055
2020-09-17,12881875.598747488
2020-09-16,11397006.21477204
2020-09-15,11329376.27027292
2020-09-14,12485219.771708764
2020-09-13,11038733.637861196
2020-09-12,11755971.409291402
2020-09-11,9984827.136857176
2020-09-10,11342158.755076
2020-09-09,10385265.13427389
2020-09-08,10676168.86571476
2020-09-07,12203310.681068864
2020-09-06,10418304.66587639
2020-09-05,10426131.583986409
2020-09-04,10521917.64225536
2020-09-03,10387319.325323954
2020-09-02,12071209.204979686
2020-09-01,12943722.052071035
2020-08-31,12191565.474340877
2020-08-30,9959939.36462156
2020-08-29,11257775.012961268
2020-08-28,13003916.081702596
2020-08-27,10690122.01226198
2020-08-26,11345447.778234858
2020-08-25,10414543.565818902
2020-08-24,11845489.149642441
2020-08-23,12250514.724347962
2020-08-22,11060458.286919411
2020-08-21,12988330.809193192
2020-08-20,12309250.391919043
2020-08-19,11920459.626279147
2020-08-18,12747409.9454137
2020-08-17,10390360.2175087
2020-08-16,12130221.317492
2020-08-15,12537672.5372401
2020-08-14,13709961.9922364
2020-08-13,11879252.2971003
2020-08-12,12684820.6087768
2020-08-11,12966824.4492047
2020-08-10,11774383.1865932
2020-08-09,12105371.3641104
2020-08-08,11292366.647165
2020-08-07,12898632.9438048
2020-08-06,13771270.4382111
2020-08-05,10806917.3916886
2020-08-04,11438679.0832375
2020-08-03,12873862.5784736
2020-08-02,11205874.8463142
2020-08-01,11439834.2341845
2020-07-31,12639960.4220093
2020-07-30,11301864.6984554
2020-07-29,12189404.7472878
2020-07-28,12037341.111269
2020-07-27,11099308.3016979
2020-07-26,10587041.6037513
2020-07-25,9515131.31193061
2020-07-24,10810915.0426475
2020-07-23,9402091.57921377
2020-07-22,9764974.36846801
2020-07-21,8215338.73446885
2020-07-20,8809861.14917053
2020-07-19,8030628.81677879
2020-07-18,8257260.54422192
2020-07-17,7439212.40619956
2020-07-16,8476261.34494985
2020-07-15,8552242.70922882
2020-07-14,9003009.80517444
2020-07-13,8910800.3628078
2020-07-12,9012154.57131376
2020-07-11,9308390.99757443
2020-07-10,9821730.66445103
2020-07-09,10324012.452296
2020-07-08,9269106.00709557
2020-07-07,9827305.84595956
2020-07-06,9573702.5263014
2020-07-05,9453537.18129459
2020-07-04,9203934.10591
2020-07-03,9873738.20676215
2020-07-02,9907317.70423729
2020-07-01,10124055.9362646
2020-06-30,8801310.46204946
2020-06-29,8562734.80271627
2020-06-28,8666896.61256926
2020-06-27,8059992.05896448
2020-06-26,9950436.65769901
2020-06-25,8504016.54820617
2020-06-24,8594577.4593605
2020-06-23,9964641.89522986
2020-06-22,8923565.20117743
2020-06-21,9006615.2058985
2020-06-20,8238014.00234774
2020-06-19,8736099.47769752
2020-06-18,7714420.95468918
2020-06-17,8709273.10823802
2020-06-16,9617963.21008684
2020-06-15,8280410.59960841
2020-06-14,10380781.5378385
2020-06-13,9622452.78417518
2020-06-12,9866334.58133083
2020-06-11,11473619.1499784
2020-06-10,10401186.386667
2020-06-09,10182263.0439178
2020-06-08,10379765.6243221
2020-06-07,9821022.7645001
2020-06-06,12477168.3999888
2020-06-05,11573082.6899895
2020-06-04,9764314.20040038
2020-06-03,9081230.36860107
2020-06-02,8941264.80720643
2020-06-01,8910754.39107795
2020-05-31,9542417.4585863
2020-05-30,9913195.96576446
2020-05-29,8526743.18954307
2020-05-28,8457127.38821037
2020-05-27,9241012.00693874
2020-05-26,7687822.76814688
2020-05-25,7689659.79284451
2020-05-24,7286826.33878152
2020-05-23,7843058.63019165
2020-05-22,7770388.92415917
2020-05-21,9450405.20057815
2020-05-20,8810740.96343472
2020-05-19,8879553.7575469
2020-05-18,9800851.10620265
2020-05-17,7112392.24211133
2020-05-16,8429266.32745205
2020-05-15,8969982.47707204
2020-05-14,8245134.85128987
2020-05-13,7822621.0542868
2020-05-12,8950520.33366681
2020-05-11,17168436.3390022
2020-05-10,19252835.575272
2020-05-09,17375844.0015605
2020-05-08,18271845.620501
2020-05-07,18246780.7005844
2020-05-06,20611754.9554308
2020-05-05,18282730.7640675
2020-05-04,17898623.6303281
2020-05-03,19630255.3423323
2020-05-02,17019209.5407702
2020-05-01,17578400.0138616
2020-04-30,16397343.7651328
2020-04-29,15737371.4387275
2020-04-28,15084394.0350117
2020-04-27,13997087.9010893
2020-04-26,13360910.3301689
2020-04-25,13029925.9247904
2020-04-24,14000287.8021753
2020-04-23,13203833.9171429
2020-04-22,11597010.0622321
2020-04-21,13280755.4956055
2020-04-20,14513595.7291591
2020-04-19,13731416.2140145
2020-04-18,14261973.7785588
2020-04-17,11584618.6908067
2020-04-16,13495677.8347836
2020-04-15,14558871.7374524
2020-04-14,14587959.1353395
2020-04-13,14683700.7327373
2020-04-12,13349664.7131069
2020-04-11,13917060.6896329
2020-04-10,14368680.593185
2020-04-09,14241012.6272215
2020-04-08,13302461.4215237
2020-04-07,15735459.9608062
2020-04-06,11485342.6768563
2020-04-05,14957634.8766792
2020-04-04,13560678.0014824
2020-04-03,11436511.5514712
2020-04-02,13018917.4093132
2020-04-01,12386579.1867395
2020-03-31,13165642.8313156
2020-03-30,11637863.3799015
2020-03-29,11822813.2911171
2020-03-28,10989618.9333618
2020-03-27,13411241.2554212
2020-03-26,13691118.2118555
2020-03-25,8111093.56505244
2020-03-24,11290318.1081887
2020-03-23,8912695.38775182
2020-03-22,9996191.20726949
2020-03-21,9873966.12841585
2020-03-20,9446456.6579134
2020-03-19,7981376.24196957
2020-03-18,6941254.71929466
2020-03-17,8477516.57450476
2020-03-16,7889846.94060429
2020-03-15,8103100.66412195
2020-03-14,8986521.2261113
2020-03-13,8634486.98165652
2020-03-12,13544827.8769228
2020-03-11,11906436.352487
2020-03-10,13309094.5286119
2020-03-09,15003719.0413104
2020-03-08,17385259.2570763
2020-03-07,18200369.580492
2020-03-06,18084440.7557398
2020-03-05,18562608.9764852
2020-03-04,18948989.9695022
2020-03-03,17037037.2303219
2020-03-02,16697791.7547892
2020-03-01,16697791.7547892
2020-02-29,16697791.7547892
2020-02-28,17412081.0567263
2020-02-27,16401715.3341
2020-02-26,15629013.681
2020-02-25,17822599.4317669
2020-02-24,17377835.2214
2020-02-23,17684305.8236
2020-02-22,18051502.9659413
2020-02-21,18886942.6943
2020-02-20,15368284.874
2020-02-19,18406770.3412521
2020-02-18,19007001.528
2020-02-17,19823862.1988
2020-02-16,17801511.08347
2020-02-15,18294966.9415
2020-02-14,17892676.3265
2020-02-13,18474198.4419548
2020-02-12,18763378.486
2020-02-11,19051941.2101
2020-02-10,15671545.1161284
2020-02-09,19747647.2564
2020-02-08,17511947.9489
2020-02-07,17296713.6149433
2020-02-06,17105098.5956
2020-02-05,17105098.5956
2020-02-04,15415016.36326
2020-02-03,17467129.7546
2020-02-02,16944231.5939
2020-02-01,17858163.3183205
2020-01-31,17040641.8641
2020-01-30,18922276.3946
2020-01-29,18887556.2843298
2020-01-28,16242549.0084
2020-01-27,14226813.8665
2020-01-26,15373871.852787
2020-01-25,17146239.2657
2020-01-24,16478219.0489
2020-01-23,17169132.3178694
2020-01-22,17310387.5912
2020-01-21,16708344.2414
2020-01-20,16034934.2929324
2020-01-19,16961771.1248
2020-01-18,14834325.076
2020-01-17,17783148.0200682
2020-01-16,17478168.6365
2020-01-15,16792710.0749
2020-01-14,15748081.3734265
2020-01-13,14633330.0814
2020-01-12,15625350.6675
2020-01-11,16893865.3907386
2020-01-10,15541380.5657
2020-01-09,15730239.7133
2020-01-08,14890476.7245234
2020-01-07,17646229.3032
2020-01-06,13051403.0811
2020-01-05,15404396.6232259
2020-01-04,15650931.3943
2020-01-03,15705586.4712
2020-01-02,12576131.2232563
2020-01-01,15907075.7859
2019-12-31,13152944.2201
2019-12-30,15446347.0361434
2019-12-29,14317659.0176
2019-12-28,13698700.7384
2019-12-27,13514433.1871364
2019-12-26,15752637.6111
2019-12-25,11634910.2864
2019-12-24,11525831.9084891
2019-12-23,13758030.7646
2019-12-22,15337832.9735
2019-12-21,15844785.3183124
2019-12-20,14124384.4575
2019-12-19,14591652.0229
2019-12-18,11695182.7772287
2019-12-17,12121833.9541
2019-12-16,14132643.7105
2019-12-15,11126047.8730105
2019-12-14,13824044.9576
2019-12-13,14060284.466
2019-12-12,12076200.2025003
2019-12-11,12062018.8329
2019-12-10,13646564.1054
2019-12-09,13970881.9664841
2019-12-08,13969510.4009
2019-12-07,15286888.4929
2019-12-06,13603961.7470767
2019-12-05,13451289.4192
2019-12-04,15591131.4045
2019-12-03,14637722.1146156
2019-12-02,13446041.6564
2019-12-01,12925726.3723
2019-11-30,12281980.5701858
2019-11-29,14142605.4886
2019-11-28,15917751.9149
2019-11-27,12848987.4919461
2019-11-26,11167150.5679
2019-11-25,11205569.8206
2019-11-24,11832812.5764915
2019-11-23,16178363.0347
2019-11-22,12538677.9777
2019-11-21,13715760.945241
2019-11-20,14807093.0674
2019-11-19,15599060.2594
2019-11-18,14963381.5186087
2019-11-17,16582477.299
2019-11-16,15864379.2041
2019-11-15,17351278.970832
2019-11-14,18779474.7376
2019-11-13,15067619.9304
2019-11-12,14989182.4021882
2019-11-11,16881322.7129
2019-11-10,18896479.0289
2019-11-09,16111246.6162539
2019-11-08,14762408.0374
2019-11-07,15970955.4357
2019-11-06,15769410.013443
2019-11-05,17451427.0961
2019-11-04,15941423.7727
2019-11-03,16402669.8082591
2019-11-02,16052149.3646
2019-11-01,15476389.7763
2019-10-31,15460313.802921
2019-10-30,15935289.7345
2019-10-29,15907595.3937
2019-10-28,16254462.7222859
2019-10-27,13879519.9511
2019-10-26,16769057.917
2019-10-25,13909079.2686761
2019-10-24,12594197.4342
2019-10-23,17079475.3941
2019-10-22,17496598.3543647
2019-10-21,16722180.4358
2019-10-20,14984777.0324
2019-10-19,14484979.8988221
2019-10-18,16329289.2153
2019-10-17,15858419.077
2019-10-16,14633533.2162171
2019-10-15,16240085.9584
2019-10-14,14628224.1899
2019-10-13,15185999.1606783
2019-10-12,14021139.9222
2019-10-11,17060812.1042
2019-10-10,17831123.6787614
2019-10-09,14626389.9734
2019-10-08,17060959.4496
2019-10-07,15743886.0120569
2019-10-06,15379216.33
2019-10-05,16377861.1718
2019-10-04,15198779.2000248
2019-10-03,15446657.0072
2019-10-02,15983802.946
2019-10-01,15347785.3282141
2019-09-30,13436667.5184
2019-09-29,14292283.4734
2019-09-28,16399123.5708253
2019-09-27,13731933.7325
2019-09-26,18142040.4351
2019-09-25,17222704.4025811
2019-09-24,19220354.7855
2019-09-23,14647183.7982
2019-09-22,21169975.568586
2019-09-21,21079948.1168
2019-09-20,19539823.5859
2019-09-19,19373703.7112655
2019-09-18,22533478.527
2019-09-17,19262723.3651
2019-09-16,21460937.0914746
2019-09-15,19411747.0474
2019-09-14,20523303.2794
2019-09-13,19643241.8545153
2019-09-12,20481339.8622
2019-09-11,23997270.4992
2019-09-10,23662199.3205437
2019-09-09,19160369.4909
2019-09-08,23644815.6797
2019-09-07,20094042.8606613
2019-09-06,21464687.5948
2019-09-05,22456931.6286
2019-09-04,18375693.837806
2019-09-03,22232234.9654
2019-09-02,19567794.8424
2019-09-01,17386554.1806439
2019-08-31,20380765.5465
2019-08-30,19625872.0326
2019-08-29,20199158.8493224
2019-08-28,19285143.4358
2019-08-27,17790117.8193
2019-08-26,18051599.1536065
2019-08-25,20023054.221
2019-08-24,20913191.1542
2019-08-23,20303216.6174991
2019-08-22,18244786.7421
2019-08-21,18133519.9256
2019-08-20,21381940.8221323
2019-08-19,22512416.2143
2019-08-18,16497323.4009
2019-08-17,16818757.380567
2019-08-16,20175209.2411
2019-08-15,20403806.3046
2019-08-14,20751478.0270537
2019-08-13,23339417.3416
2019-08-12,19835024.1828
2019-08-11,22402406.2328598
2019-08-10,22285954.366
2019-08-09,22823177.0108
2019-08-08,22052437.2260143
2019-08-07,23489547.2769
2019-08-06,24239820.6588
2019-08-05,22256372.3249701
2019-08-04,23105969.6977
2019-08-03,23901417.8953
2019-08-02,22617508.8714294
2019-08-01,18606541.3942
2019-07-31,21676009.1554
2019-07-30,17750997.0400789
2019-07-29,20887751.4847
2019-07-28,20994348.8071
2019-07-27,18834366.1429315
2019-07-26,20745948.0012
2019-07-25,19605754.2098
2019-07-24,17345757.0026475
2019-07-23,18769327.2033
2019-07-22,21529384.3624
2019-07-21,20103997.7422695
2019-07-20,24399901.5665
2019-07-19,16208139.751
2019-07-18,15933222.4948449
2019-07-17,16501101.4444
2019-07-16,22149573.041
2019-07-15,19638311.2811761
2019-07-14,20182908.1298
2019-07-13,20609810.0302
2019-07-12,24773188.3315347
2019-07-11,19960968.608
2019-07-10,21508972.6758
2019-07-09,25335914.8683845
2019-07-08,27968213.8393
2019-07-07,22174981.6766
2019-07-06,26335706.9788643
2019-07-05,27132379.4819
2019-07-04,25608368.4263
2019-07-03,25660429.8291376
2019-07-02,21634656.181
2019-07-01,20510124.418
2019-06-30,23170049.1634577
2019-06-29,27405858.8447
2019-06-28,25937334.7871
2019-06-27,23684931.4245074
2019-06-26,28602342.1291
2019-06-25,22012700.0893
2019-06-24,25683149.7809107
2019-06-23,25447586.803
2019-06-22,20226178.7284
2019-06-21,17538287.9154746
2019-06-20,17906834.419
2019-06-19,21219685.8901
2019-06-18,19759220.101567
2019-06-17,16680372.7946
2019-06-16,15480924.6967
2019-06-15,16609185.0992313
2019-06-14,18846894.0773
2019-06-13,16311181.0856
2019-06-12,14041153.3883298
2019-06-11,14984664.3563
2019-06-10,16318423.0158
2019-06-09,15040475.2089595
2019-06-08,12882272.7216
2019-06-07,16904713.8524
2019-06-06,16576546.9153716
2019-06-05,16774166.5205
2019-06-04,17028462.3207
2019-06-03,14378777.9286266
2019-06-02,15462127.8066
2019-06-01,17500366.3832
2019-05-31,13928405.3729962
2019-05-30,18924858.1213
2019-05-29,20660475.7497
2019-05-28,20098452.3035233
2019-05-27,20943626.1747
2019-05-26,17530637.7421
2019-05-25,15115205.1345969
2019-05-24,16833084.3068
2019-05-23,16469421.0512
2019-05-22,18104557.6470407
2019-05-21,16828129.8548
2019-05-20,17411194.2865
2019-05-19,17128952.0847312
2019-05-18,14984659.853
2019-05-17,15398528.2664
2019-05-16,16642489.0435273
2019-05-15,16983774.4919
2019-05-14,16211651.6224
2019-05-13,16443665.5226962
2019-05-12,15580744.7154
2019-05-11,11877938.2791
2019-05-10,10770042.575463
2019-05-09,12149462.7589
2019-05-08,11731703.7301
2019-05-07,10026818.2871987
2019-05-06,11100910.0764
2019-05-05,9591032.60781
2019-05-04,10035261.3673471
2019-05-03,11122649.2294
2019-05-02,12941749.3454
2019-05-01,11945018.6431959
2019-04-30,9672352.74233
2019-04-29,11244134.7807
2019-04-28,10771720.9485933
2019-04-27,9112041.03117
2019-04-26,10183521.9483
2019-04-25,10225360.6553522
2019-04-24,12202481.9131
2019-04-23,8538019.90241
2019-04-22,9411111.8267204
2019-04-21,11248346.3029
2019-04-20,9275897.46327
2019-04-19,10531918.6568264
2019-04-18,10319254.175
2019-04-17,9679415.78377
2019-04-16,9626718.55527819
2019-04-15,9812670.32039
2019-04-14,8025830.56805
2019-04-13,8912797.68267318
2019-04-12,10032844.6938
2019-04-11,10673185.0684
2019-04-10,10332304.7364178
2019-04-09,9214713.99634
2019-04-08,10509444.2188
2019-04-07,9465714.63768817
2019-04-06,9151289.67996
2019-04-05,10526385.5093
2019-04-04,9872137.44577406
2019-04-03,9794906.73422
2019-04-02,9796335.10709
2019-04-01,7260086.68771618
2019-03-31,7280099.53845
2019-03-30,7321449.75026
2019-03-29,7807462.60003831
2019-03-28,7609348.21051
2019-03-27,7721974.78508
2019-03-26,6780907.83753621
2019-03-25,7512795.86116
2019-03-24,7499624.08744
2019-03-23,7382484.15111263
2019-03-22,8113657.07201
2019-03-21,7388901.05849
2019-03-20,8742662.15328318
2019-03-19,8830120.09324
2019-03-18,8269486.75644
2019-03-17,7297849.33901329
2019-03-16,8496146.10726
2019-03-15,7723228.79179
2019-03-14,7600598.59424684
2019-03-13,6637474.19377
2019-03-12,7088005.70445
2019-03-11,6977449.87654973
2019-03-10,6690849.40827
2019-03-09,7087594.99281
2019-03-08,7193574.07638771
2019-03-07,7588198.87987
2019-03-06,6388631.3375
2019-03-05,7114388.35176686
2019-03-04,6497311.76435
2019-03-03,7016670.61795
2019-03-02,6565214.95545392
2019-03-01,7830758.11789
2019-02-28,7350871.43467
2019-02-27,6801908.84662639
2019-02-26,7878415.30725
2019-02-25,6913971.36597
2019-02-24,7119748.03220931
2019-02-23,7190247.7829
2019-02-22,8096363.88186
2019-02-21,6051778.48558182
2019-02-20,6596656.21482
2019-02-19,7748245.93828
2019-02-18,7556019.10851886
2019-02-17,7185045.43073
2019-02-16,6898485.34101
2019-02-15,5762323.41641078
2019-02-14,6566282.27194
2019-02-13,6976103.87653
2019-02-12,6031364.55755759
2019-02-11,6693602.408
2019-02-10,6454979.70124
2019-02-09,6845104.34819661
2019-02-08,7184754.27316
2019-02-07,7375022.02375
2019-02-06,6985845.57387517
2019-02-05,6422102.20495
2019-02-04,6411524.44993
2019-02-03,6044025.21308595
2019-02-02,6325531.02418
